method,method_rank,row,timestamp,score,score_pct,consensus_score,consensus_rank,available_method_count,missing_method_count,methods_available,methods_missing
itrans,1,584,2024-06-07,26.825101852416992,1.0,0.9516666666666667,4,3,2,itrans;datamole;gpt4ts,calf;units
itrans,2,580,2024-06-03,21.51511001586914,0.9983333333333333,0.8083333333333332,26,3,2,itrans;datamole;gpt4ts,calf;units
itrans,3,531,2024-04-15,20.902469635009766,0.9966666666666667,0.9523333333333334,3,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,4,175,2023-04-25,11.43118667602539,0.995,0.8085277777777777,25,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,5,364,2023-10-31,9.898242950439453,0.9933333333333333,0.8089027777777777,24,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,6,527,2024-04-11,9.003541946411133,0.9916666666666667,0.9571111111111111,2,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,7,520,2024-04-04,8.360589027404785,0.99,0.806388888888889,27,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,8,563,2024-05-17,7.905395984649658,0.9883333333333333,0.8246944444444445,20,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,9,499,2024-03-14,6.74941349029541,0.9866666666666667,0.63375,114,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,10,338,2023-10-05,6.70500373840332,0.985,0.8477777777777777,16,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,11,29,2022-11-30,6.417353630065918,0.9833333333333333,0.7942222222222222,32,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,12,402,2023-12-08,5.7403998374938965,0.9816666666666667,0.8671527777777778,11,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,13,595,2024-06-18,5.5197625160217285,0.98,0.6694444444444444,90,3,2,itrans;datamole;gpt4ts,calf;units
itrans,14,55,2022-12-26,5.40399694442749,0.9783333333333334,0.862111111111111,13,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,15,97,2023-02-06,5.20917272567749,0.9766666666666667,0.9184444444444445,5,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,16,391,2023-11-27,5.15605354309082,0.975,0.7900555555555556,35,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,17,501,2024-03-16,4.826706409454346,0.9733333333333334,0.5833333333333334,162,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,18,31,2022-12-02,4.487008094787598,0.9716666666666667,0.6789166666666667,83,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,19,122,2023-03-03,4.456573963165283,0.97,0.9028194444444445,7,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,20,85,2023-01-25,4.413024425506592,0.9683333333333334,0.552125,202,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,21,579,2024-06-02,4.377662181854248,0.9666666666666667,0.6983333333333334,70,3,2,itrans;datamole;gpt4ts,calf;units
itrans,22,585,2024-06-08,4.357890605926514,0.965,0.7488888888888888,45,3,2,itrans;datamole;gpt4ts,calf;units
itrans,23,10,2022-11-11,4.335868835449219,0.9633333333333334,0.7212777777777778,59,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,24,551,2024-05-05,4.181878089904785,0.9616666666666667,0.6740972222222222,86,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,25,171,2023-04-21,4.065796375274658,0.96,0.7373888888888889,50,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,26,558,2024-05-12,4.031461238861084,0.9583333333333334,0.5659305555555555,183,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,27,511,2024-03-26,3.954150676727295,0.9566666666666667,0.5146944444444445,258,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,28,184,2023-05-04,3.7684597969055176,0.955,0.8456249999999998,18,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,29,8,2022-11-09,3.7672574520111084,0.9533333333333334,0.48173611111111114,317,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,30,110,2023-02-19,3.718543291091919,0.9516666666666667,0.6732916666666666,88,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,31,582,2024-06-05,3.5026988983154297,0.95,0.98,1,3,2,itrans;datamole;gpt4ts,calf;units
itrans,32,500,2024-03-15,3.4478871822357178,0.9483333333333334,0.707625,65,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,33,489,2024-03-04,3.4238786697387695,0.9466666666666667,0.7914027777777778,34,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,34,73,2023-01-13,3.4101924896240234,0.945,0.44299999999999995,377,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,35,519,2024-04-03,3.3703041076660156,0.9433333333333334,0.5956944444444445,147,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,36,367,2023-11-03,3.3216590881347656,0.9416666666666667,0.703861111111111,67,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,37,153,2023-04-03,3.2843329906463623,0.94,0.8520416666666666,15,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,38,540,2024-04-24,3.2280161380767822,0.9383333333333334,0.6289999999999999,118,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,39,536,2024-04-20,3.1997406482696533,0.9366666666666666,0.4381111111111111,383,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,40,556,2024-05-10,3.179719924926758,0.935,0.733625,52,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,41,471,2024-02-15,3.1696524620056152,0.9333333333333333,0.4743611111111111,328,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,42,464,2024-02-08,3.1404151916503906,0.9316666666666666,0.7707916666666668,39,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,43,570,2024-05-24,3.119678258895874,0.93,0.9147916666666667,6,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,44,348,2023-10-15,3.1125848293304443,0.9283333333333333,0.44986111111111116,367,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,45,379,2023-11-15,3.0856549739837646,0.9266666666666666,0.7754305555555556,38,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,46,119,2023-02-28,2.988774299621582,0.925,0.7034444444444444,68,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,47,461,2024-02-05,2.978644609451294,0.9233333333333333,0.7645138888888889,43,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,48,593,2024-06-16,2.9563536643981934,0.9216666666666666,0.39722222222222214,446,3,2,itrans;datamole;gpt4ts,calf;units
itrans,49,368,2023-11-04,2.929306983947754,0.92,0.3319861111111111,529,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,50,493,2024-03-08,2.9123942852020264,0.9183333333333333,0.7545694444444445,44,5,0,itrans;calf;units;datamole;gpt4ts,
calf,1,531,2024-04-15,23.172319412231445,1.0,0.9523333333333334,3,5,0,itrans;calf;units;datamole;gpt4ts,
calf,2,527,2024-04-11,17.46964454650879,0.9982638888888888,0.9571111111111111,2,5,0,itrans;calf;units;datamole;gpt4ts,
calf,3,402,2023-12-08,8.869340896606445,0.9965277777777778,0.8671527777777778,11,5,0,itrans;calf;units;datamole;gpt4ts,
calf,4,364,2023-10-31,8.52703857421875,0.9947916666666666,0.8089027777777777,24,5,0,itrans;calf;units;datamole;gpt4ts,
calf,5,391,2023-11-27,8.517054557800293,0.9930555555555556,0.7900555555555556,35,5,0,itrans;calf;units;datamole;gpt4ts,
calf,6,521,2024-04-05,8.336743354797363,0.9913194444444444,0.8730277777777777,10,5,0,itrans;calf;units;datamole;gpt4ts,
calf,7,386,2023-11-22,8.138954162597656,0.9895833333333334,0.5890972222222223,155,5,0,itrans;calf;units;datamole;gpt4ts,
calf,8,555,2024-05-09,5.784512042999268,0.9878472222222222,0.6094166666666666,135,5,0,itrans;calf;units;datamole;gpt4ts,
calf,9,387,2023-11-23,5.550502300262451,0.9861111111111112,0.8807916666666668,9,5,0,itrans;calf;units;datamole;gpt4ts,
calf,10,560,2024-05-14,5.174196720123291,0.984375,0.6919722222222222,73,5,0,itrans;calf;units;datamole;gpt4ts,
calf,11,520,2024-04-04,5.166042327880859,0.9826388888888888,0.806388888888889,27,5,0,itrans;calf;units;datamole;gpt4ts,
calf,12,500,2024-03-15,5.10573673248291,0.9809027777777778,0.707625,65,5,0,itrans;calf;units;datamole;gpt4ts,
calf,13,429,2024-01-04,5.038174629211426,0.9791666666666666,0.6946388888888889,72,5,0,itrans;calf;units;datamole;gpt4ts,
calf,14,338,2023-10-05,5.010995864868164,0.9774305555555556,0.8477777777777777,16,5,0,itrans;calf;units;datamole;gpt4ts,
calf,15,175,2023-04-25,4.73413610458374,0.9756944444444444,0.8085277777777777,25,5,0,itrans;calf;units;datamole;gpt4ts,
calf,16,526,2024-04-10,4.257355213165283,0.9739583333333334,0.5245,243,5,0,itrans;calf;units;datamole;gpt4ts,
calf,17,157,2023-04-07,4.254067420959473,0.9722222222222222,0.568375,179,5,0,itrans;calf;units;datamole;gpt4ts,
calf,18,569,2024-05-23,4.191007137298584,0.9704861111111112,0.6582222222222222,95,5,0,itrans;calf;units;datamole;gpt4ts,
calf,19,153,2023-04-03,3.7620222568511963,0.96875,0.8520416666666666,15,5,0,itrans;calf;units;datamole;gpt4ts,
calf,20,539,2024-04-23,3.7252039909362793,0.9670138888888888,0.6104166666666666,133,5,0,itrans;calf;units;datamole;gpt4ts,
calf,21,184,2023-05-04,3.6882243156433105,0.9652777777777778,0.8456249999999998,18,5,0,itrans;calf;units;datamole;gpt4ts,
calf,22,572,2024-05-26,3.627329111099243,0.9635416666666666,0.5630277777777778,186,5,0,itrans;calf;units;datamole;gpt4ts,
